precio_id,producto_id,proveedor,sucursal_o_cobertura,precio,moneda,unidad_comercial,cantidad_por_unidad,costo_funcional_normalizado,incluye_iva,incluye_transporte,incluye_instalacion,disponibilidad,fecha_observacion,fecha_verificacion,fuente_id,verificado_por,estado

